time,zone,id,index,name,x,y,z,distance
2026-03-18 05:09:07,134,17326383,303,"Vanguard Dragontamer",-160.922,-227.427,-39.543,32.01
2026-03-18 05:09:09,134,17326380,300,"Vanguard Shaman",-167.622,-237.188,-39.819,32.88
2026-03-18 05:09:11,134,17326386,306,"Vanguard Alchemist",-161.924,-243.774,-40.000,30.27
2026-03-18 05:09:20,134,17326394,314,"Vanguard Ambusher",-65.807,-201.175,-39.381,0.00
2026-03-18 05:09:24,134,17326393,313,"Vanguard Pitfighter",-59.119,-201.252,-39.044,30.90
2026-03-18 05:09:25,134,17326396,316,"Vanguard Shaman",-51.305,-208.905,-40.200,32.47
2026-03-18 05:09:27,134,17326395,315,"Vanguard Shaman",-45.254,-215.682,-39.357,31.59
2026-03-18 05:09:29,134,17326409,329,"Vanguard Welldigger",-32.393,-202.447,-39.820,30.84
2026-03-18 05:09:40,134,17326611,531,"Hydra Ranger",-80.563,-182.560,-59.680,20.24
2026-03-18 05:09:41,134,17326609,529,"Hydra Warrior",-81.407,-176.080,-60.490,20.93
2026-03-18 05:09:41,134,17326610,530,"Hydra Bard",-85.393,-167.381,-60.139,25.31
2026-03-18 05:09:41,134,17326612,532,"Vanguard Eye",-82.134,-172.407,-60.498,21.43
2026-03-18 05:09:45,134,17326614,534,"Hydra White Mage",-27.842,-136.680,-59.568,34.55
2026-03-18 05:09:51,134,17326613,533,"Hydra White Mage",-28.041,-107.192,-59.917,34.61
2026-03-18 05:10:09,134,17326616,536,"Hydra Dark Knight",-18.447,-120.319,-59.078,34.50
2026-03-18 05:10:25,134,17326626,546,"Hydra Warrior",31.918,-71.355,-60.000,34.84
2026-03-18 05:11:00,134,17326615,535,"Hydra Thief",-3.822,-120.877,-60.000,30.79
2026-03-18 05:11:05,134,17326620,540,"Hydra Ninja",-10.554,-149.150,-59.545,33.70
2026-03-18 05:11:05,134,17326621,541,"Hydra Summoner",2.428,-152.185,-59.809,34.62
2026-03-18 05:11:06,134,17326416,336,"Vanguard Maestro",20.597,-151.360,-40.248,34.27
2026-03-18 05:11:06,134,17326622,542,"Hydra's Avatar",5.364,-156.371,-59.874,33.73
2026-03-18 05:11:08,134,17326619,539,"Hydra Monk",-21.923,-158.380,-59.096,31.61
2026-03-18 05:11:08,134,17326419,339,"Vanguard Dragontamer",26.452,-152.048,-39.387,34.01
2026-03-18 05:11:09,134,17326418,338,"Vanguard's Slime",23.967,-157.455,-39.729,31.87
2026-03-18 05:11:09,134,17326417,337,"Vanguard Pathfinder",23.700,-159.651,-39.722,32.94
2026-03-18 05:11:11,134,17326618,538,"Hydra Monk",-30.966,-168.403,-60.027,32.72
2026-03-18 05:44:03,134,17326800,720,"Somnial Threshold",-262.000,-414.000,-40.875,20.19
2026-03-18 05:44:23,134,17326355,275,"Vanguard Pitfighter",-275.436,-360.219,-39.972,34.54
2026-03-18 05:44:23,134,17326358,278,"Vanguard Pathfinder",-262.927,-357.566,-39.146,33.38
2026-03-18 05:44:23,134,17326359,279,"Vanguard's Slime",-259.719,-357.036,-39.043,33.72
2026-03-18 05:44:23,134,17326465,385,"Goblin Replica",-265.762,-358.707,-39.376,32.69
2026-03-18 05:44:24,134,17326356,276,"Vanguard Shaman",-247.734,-355.273,-39.850,32.30
2026-03-18 05:44:24,134,17326360,280,"Vanguard Maestro",-255.856,-354.421,-39.293,31.48
2026-03-18 05:44:26,134,17326357,277,"Vanguard Enchanter",-257.934,-345.963,-39.799,30.47
2026-03-18 05:44:26,134,17326354,274,"Vanguard Smithy",-247.430,-345.687,-39.704,32.49
2026-03-18 05:44:30,134,17326362,282,"Vanguard Welldigger",-268.655,-325.721,-39.547,34.57
2026-03-18 05:44:33,134,17326361,281,"Vanguard Enchanter",-261.539,-312.300,-39.677,31.66
2026-03-18 05:44:34,134,17326363,283,"Vanguard Armorer",-272.421,-312.830,-39.800,33.38
2026-03-18 05:44:35,134,17326364,284,"Vanguard Shaman",-267.729,-306.687,-40.069,32.08
2026-03-18 05:44:47,134,17326367,287,"Vanguard Ambusher",-278.417,-292.029,-39.597,33.54
2026-03-18 05:44:48,134,17326365,285,"Vanguard Armorer",-283.556,-297.632,-39.118,33.17
2026-03-18 05:44:49,134,17326366,286,"Vanguard Maestro",-282.390,-288.795,-39.760,31.03
2026-03-18 05:44:53,134,17326369,289,"Vanguard's Avatar",-299.405,-281.337,-39.030,33.58
2026-03-18 05:44:54,134,17326368,288,"Vanguard Necromancer",-302.336,-279.394,-39.117,33.42
2026-03-18 06:30:47,134,17326373,293,"Vanguard Smithy",-252.329,-164.810,-39.551,0.00
2026-03-18 06:30:49,134,17326372,292,"Vanguard Smithy",-257.388,-160.307,-39.131,34.14
2026-03-18 06:30:50,134,17326370,290,"Vanguard Welldigger",-253.031,-172.690,-40.131,32.26
2026-03-18 06:30:50,134,17326371,291,"Vanguard Armorer",-255.586,-160.621,-39.241,30.79
2026-03-18 06:30:57,134,17326378,298,"Vanguard Pitfighter",-226.971,-187.962,-40.000,33.73
2026-03-18 06:31:01,134,17326377,297,"Vanguard Pitfighter",-216.164,-199.032,-39.192,32.54
2026-03-18 06:31:02,134,17326375,295,"Vanguard Ronin",-206.434,-199.230,-39.885,34.22
2026-03-18 06:31:04,134,17326376,296,"Vanguard Hitman",-201.991,-204.505,-39.972,31.36
2026-03-18 06:31:09,134,17326389,309,"Vanguard Enchanter",-172.861,-198.005,-39.514,32.40
2026-03-18 06:31:10,134,17326383,303,"Vanguard Dragontamer",-176.343,-242.803,-39.183,0.00
2026-03-18 06:31:10,134,17326386,306,"Vanguard Alchemist",-161.890,-227.415,-39.541,0.00
2026-03-18 06:31:10,134,17326392,312,"Vanguard's Avatar",-167.368,-199.293,-39.832,33.72
2026-03-18 06:31:10,134,17326810,730,"???",-174.000,-220.000,-40.250,32.85
2026-03-18 06:31:11,134,17326385,305,"Vanguard Alchemist",-196.714,-236.721,-40.000,34.40
2026-03-18 06:31:11,134,17326390,310,"Vanguard Alchemist",-164.726,-203.235,-39.952,31.17
2026-03-18 06:31:11,134,17326391,311,"Vanguard Necromancer",-165.044,-196.389,-39.948,31.41
2026-03-18 06:31:12,134,17326388,308,"Vanguard Smithy",-157.694,-199.292,-40.000,33.45
2026-03-18 06:31:12,134,17326802,722,"???",-170.314,-178.112,-59.900,32.44
2026-03-18 06:31:34,134,17326396,316,"Vanguard Shaman",-59.797,-207.787,-40.099,31.14
2026-03-18 06:31:35,134,17326393,313,"Vanguard Pitfighter",-56.303,-201.848,-39.185,30.91
2026-03-18 06:31:36,134,17326395,315,"Vanguard Shaman",-50.220,-215.104,-39.801,33.18
2026-03-18 06:31:38,134,17326394,314,"Vanguard Ambusher",-42.652,-210.903,-39.655,31.24
2026-03-18 06:31:41,134,17326408,328,"Vanguard Welldigger",-27.964,-202.138,-39.596,34.12
2026-03-18 06:31:43,134,17326619,539,"Hydra Monk",-14.634,-165.777,-59.505,0.00
2026-03-18 06:31:43,134,17326621,541,"Hydra Summoner",-20.439,-155.217,-59.064,0.00
2026-03-18 06:31:45,134,17326610,530,"Hydra Bard",-83.577,-168.623,-60.078,24.28
2026-03-18 06:31:48,134,17326612,532,"Vanguard Eye",-90.322,-146.830,-60.205,33.71
2026-03-18 06:31:49,134,17326613,533,"Hydra White Mage",-42.892,-125.811,-59.909,33.67
2026-03-18 06:31:52,134,17326614,534,"Hydra White Mage",-24.836,-134.907,-59.644,34.73
2026-03-18 06:32:08,134,17326707,627,"Hydra Warrior",-83.548,-64.293,-79.596,17.92
2026-03-18 06:32:08,134,17326708,628,"Hydra White Mage",-83.510,-58.395,-80.000,20.20
2026-03-18 06:32:09,134,17326710,630,"Hydra Red Mage",-60.058,-33.044,-80.154,32.03
2026-03-18 06:32:17,134,17326615,535,"Hydra Thief",-13.473,-98.777,-59.703,32.46
2026-03-18 06:32:23,134,17326616,536,"Hydra Dark Knight",3.533,-128.167,-59.792,33.77
2026-03-18 06:32:26,134,17326618,538,"Hydra Monk",1.423,-150.325,-59.716,34.94
2026-03-18 06:32:27,134,17326620,540,"Hydra Ninja",11.578,-150.324,-59.515,33.59
2026-03-18 06:32:28,134,17326417,337,"Vanguard Pathfinder",19.364,-151.995,-40.391,34.76
2026-03-18 06:32:37,134,17326650,570,"Hydra Thief",-11.691,-45.997,-59.693,34.36
2026-03-18 06:32:38,134,17326648,568,"Hydra Paladin",-13.031,-40.432,-59.497,34.59
2026-03-18 06:34:07,134,17326626,546,"Hydra Warrior",22.527,-72.556,-59.321,34.25
2026-03-18 06:34:40,134,17326647,567,"Hydra Paladin",2.269,-52.316,-59.568,31.92
2026-03-18 06:35:11,134,17326649,569,"Hydra Monk",-15.080,-37.835,-59.308,32.70
2026-03-18 06:55:36,134,17326800,720,"Somnial Threshold",-262.000,-414.000,-40.875,20.60
2026-03-18 06:55:55,134,17326465,385,"Goblin Replica",-246.096,-350.081,-39.905,0.00
2026-03-18 06:55:56,134,17326358,278,"Vanguard Pathfinder",-266.928,-359.955,-39.493,31.02
2026-03-18 06:55:56,134,17326359,279,"Vanguard's Slime",-267.064,-358.284,-39.506,32.68
2026-03-18 06:55:57,134,17326355,275,"Vanguard Pitfighter",-263.352,-355.006,-39.306,30.46
2026-03-18 06:55:57,134,17326354,274,"Vanguard Smithy",-259.891,-351.061,-39.359,34.10
2026-03-18 06:55:59,134,17326357,277,"Vanguard Enchanter",-273.779,-346.813,-39.580,32.64
2026-03-18 06:55:59,134,17326360,280,"Vanguard Maestro",-251.023,-346.498,-39.809,29.80
2026-03-18 06:56:02,134,17326356,276,"Vanguard Shaman",-276.393,-339.452,-39.027,33.01
2026-03-18 06:56:04,134,17326364,284,"Vanguard Shaman",-270.351,-325.041,-39.666,34.14
2026-03-18 06:56:19,134,17326363,283,"Vanguard Armorer",-271.252,-323.438,-39.763,32.47
2026-03-18 06:56:46,134,17326361,281,"Vanguard Enchanter",-279.320,-319.489,-39.998,34.42
2026-03-18 06:57:15,134,17326362,282,"Vanguard Welldigger",-270.883,-316.297,-39.728,34.56
2026-03-18 06:58:10,134,17326367,287,"Vanguard Ambusher",-282.364,-292.942,-39.516,34.94
2026-03-18 06:58:10,134,17326368,288,"Vanguard Necromancer",-279.421,-292.716,-39.528,34.71
2026-03-18 06:58:10,134,17326369,289,"Vanguard's Avatar",-281.070,-293.377,-39.462,34.28
2026-03-18 06:58:11,134,17326366,286,"Vanguard Maestro",-292.344,-292.756,-40.124,32.52
2026-03-18 06:58:13,134,17326365,285,"Vanguard Armorer",-293.969,-279.252,-39.403,34.27
2026-03-18 07:11:46,134,17326373,293,"Vanguard Smithy",-259.362,-169.543,-40.155,34.33
2026-03-18 07:11:47,134,17326371,291,"Vanguard Armorer",-242.330,-169.050,-39.748,0.00
2026-03-18 07:11:50,134,17326372,292,"Vanguard Smithy",-242.166,-162.703,-40.000,33.18
2026-03-18 07:11:52,134,17326370,290,"Vanguard Welldigger",-234.924,-172.425,-39.708,31.35
2026-03-18 07:11:54,134,17326377,297,"Vanguard Pitfighter",-234.258,-196.213,-39.913,33.91
2026-03-18 07:11:56,134,17326376,296,"Vanguard Hitman",-219.461,-192.744,-39.276,33.25
2026-03-18 07:12:00,134,17326375,295,"Vanguard Ronin",-202.859,-204.029,-39.999,33.21
2026-03-18 07:12:00,134,17326378,298,"Vanguard Pitfighter",-204.947,-203.908,-39.953,31.38
2026-03-18 07:12:07,134,17326389,309,"Vanguard Enchanter",-165.217,-204.346,-39.956,34.27
2026-03-18 07:12:07,134,17326390,310,"Vanguard Alchemist",-165.247,-196.245,-39.938,32.69
2026-03-18 07:12:07,134,17326802,722,"???",-170.314,-178.112,-59.900,31.74
2026-03-18 07:12:08,134,17326810,730,"???",-174.000,-220.000,-40.250,31.51
2026-03-18 07:12:08,134,17326391,311,"Vanguard Necromancer",-165.327,-212.203,-39.664,32.56
2026-03-18 07:12:08,134,17326392,312,"Vanguard's Avatar",-166.284,-210.948,-39.767,31.08
2026-03-18 07:12:09,134,17326388,308,"Vanguard Smithy",-157.744,-197.520,-40.000,30.46
2026-03-18 07:12:11,134,17326383,303,"Vanguard Dragontamer",-162.131,-231.688,-39.784,34.76
2026-03-18 07:12:13,134,17326386,306,"Vanguard Alchemist",-158.703,-233.251,-39.863,33.86
2026-03-18 07:12:16,134,17326380,300,"Vanguard Shaman",-156.347,-240.195,-40.000,32.24
2026-03-18 07:12:23,134,17326606,526,"Hydra Dark Knight",-133.912,-188.027,-60.202,34.86
2026-03-18 07:12:29,134,17326394,314,"Vanguard Ambusher",-72.257,-198.416,-39.813,33.64
2026-03-18 07:12:29,134,17326395,315,"Vanguard Shaman",-71.982,-203.313,-39.799,31.03
2026-03-18 07:12:30,134,17326396,316,"Vanguard Shaman",-67.340,-201.717,-39.534,32.27
2026-03-18 07:13:03,134,17326382,302,"Vanguard Welldigger",-167.953,-243.296,-39.802,33.05
2026-03-18 07:14:38,134,17326603,523,"Hydra Beastmaster",-118.539,-202.449,-60.000,34.53
2026-03-18 07:14:40,134,17326604,524,"Hydra's Hound",-118.442,-202.136,-60.000,34.82
2026-03-18 07:15:21,134,17326605,525,"Hydra Thief",-131.860,-194.731,-60.482,34.40
2026-03-18 07:15:30,134,17326381,301,"Vanguard Enchanter",-171.548,-240.515,-39.623,34.30
2026-03-18 07:17:12,134,17326601,521,"Hydra Beastmaster",-132.185,-194.301,-60.500,34.72
2026-03-18 07:17:15,134,17326602,522,"Hydra's Hound",-132.021,-197.497,-60.500,33.97
2026-03-18 07:18:39,134,17326393,313,"Vanguard Pitfighter",-51.093,-215.739,-39.781,32.69
2026-03-18 07:18:43,134,17326406,326,"Vanguard Pathfinder",-15.856,-208.221,-40.257,0.00
2026-03-18 07:18:43,134,17326409,329,"Vanguard Welldigger",-27.942,-202.128,-39.594,34.32
2026-03-18 07:18:44,134,17326408,328,"Vanguard Welldigger",-26.338,-193.713,-39.829,33.45
2026-03-18 07:18:46,134,17326611,531,"Hydra Ranger",-87.315,-182.777,-59.862,27.13
2026-03-18 07:18:47,134,17326612,532,"Vanguard Eye",-81.970,-183.162,-59.605,24.28
2026-03-18 07:18:48,134,17326608,528,"Hydra Warrior",-81.183,-175.709,-60.500,23.29
2026-03-18 07:18:48,134,17326609,529,"Hydra Warrior",-92.325,-167.308,-60.245,32.30
2026-03-18 07:18:51,134,17326615,535,"Hydra Thief",-27.533,-136.748,-59.557,34.45
2026-03-18 07:19:08,134,17326616,536,"Hydra Dark Knight",-13.730,-105.569,-59.843,34.77
2026-03-18 07:19:40,134,17326647,567,"Hydra Paladin",-8.735,-40.042,-59.763,32.94
2026-03-18 07:20:35,134,17326627,547,"Hydra Dragoon",22.093,-74.675,-59.171,29.76
2026-03-18 07:20:39,134,17326624,544,"Hydra Black Mage",38.983,-55.158,-59.284,33.70
2026-03-18 07:20:40,134,17326625,545,"Hydra Black Mage",56.151,-83.544,-59.192,32.10
2026-03-18 07:20:40,134,17326424,344,"Vanguard Pitfighter",61.943,-111.752,-40.134,0.00
2026-03-18 07:20:41,134,17326626,546,"Hydra Warrior",57.697,-61.935,-60.813,32.32
2026-03-18 07:20:44,134,17326639,559,"Vanguard Eye",70.175,-49.475,-60.000,33.51
2026-03-18 07:20:46,134,17326632,552,"Hydra Paladin",89.005,-66.071,-60.058,30.43
2026-03-18 07:20:46,134,17326645,565,"Hydra Bard",59.226,-35.901,-59.050,34.91
2026-03-18 07:20:46,134,17326630,550,"Hydra Red Mage",89.079,-56.522,-59.654,33.34
2026-03-18 07:20:46,134,17326638,558,"Hydra Samurai",71.691,-40.331,-59.785,33.03
2026-03-18 07:20:47,134,17326633,553,"Hydra Monk",95.917,-73.768,-60.209,31.53
2026-03-18 07:20:47,134,17326631,551,"Hydra Red Mage",91.248,-56.696,-59.762,29.32
2026-03-18 07:20:48,134,17326635,555,"Hydra Thief",86.363,-37.119,-59.878,34.43
2026-03-18 07:20:49,134,17326432,352,"Vanguard Alchemist",82.439,-99.843,-39.986,34.97
2026-03-18 07:20:52,134,17326637,557,"Hydra White Mage",87.458,-21.720,-59.782,33.23
2026-03-18 07:20:52,134,17326636,556,"Hydra Thief",114.215,-37.068,-59.911,29.85
2026-03-18 07:21:02,134,17326640,560,"Hydra Dragoon",37.891,-37.199,-60.000,33.65
2026-03-18 07:21:03,134,17326644,564,"Hydra Red Mage",32.181,-41.354,-59.809,32.80
2026-03-18 07:21:05,134,17326642,562,"Hydra Dragoon",29.750,-30.599,-60.279,31.10
2026-03-18 07:21:06,134,17326648,568,"Hydra Paladin",18.923,-33.630,-59.355,34.57
2026-03-18 07:21:06,134,17326650,570,"Hydra Thief",18.448,-46.417,-59.198,32.10
2026-03-18 07:21:07,134,17326649,569,"Hydra Monk",12.248,-50.333,-59.400,33.36
2026-03-18 07:22:04,134,17326708,628,"Hydra White Mage",-92.823,-70.246,-79.282,29.89
2026-03-18 07:22:05,134,17326707,627,"Hydra Warrior",-91.004,-62.701,-80.780,24.17
2026-03-18 07:22:05,134,17326709,629,"Hydra Monk",-60.938,-37.507,-80.000,30.10
2026-03-18 07:22:38,134,17326613,533,"Hydra White Mage",-8.425,-127.947,-60.005,33.79
2026-03-18 07:22:39,134,17326614,534,"Hydra White Mage",-31.438,-139.622,-59.234,34.38
2026-03-18 07:36:46,134,17326610,530,"Hydra Bard",-89.724,-147.055,-60.165,34.93
2026-03-18 07:42:48,134,17326429,349,"Vanguard Pitfighter",73.922,-100.630,-40.457,33.50
2026-03-18 07:42:50,134,17326433,353,"Vanguard Alchemist",77.336,-103.657,-39.743,34.42
2026-03-18 07:42:50,134,17326467,387,"Goblin Replica",76.906,-103.869,-39.716,34.46
2026-03-18 07:42:51,134,17326430,350,"Vanguard Pitfighter",84.173,-99.615,-40.026,32.25
2026-03-18 07:42:59,134,17326437,357,"Vanguard Pathfinder",127.050,-91.143,-40.252,31.28
2026-03-18 07:42:59,134,17326443,363,"Vanguard Enchanter",139.380,-59.109,-40.953,30.40
2026-03-18 07:42:59,134,17326445,365,"Vanguard's Avatar",142.767,-58.988,-40.347,33.75
2026-03-18 07:42:59,134,17326434,354,"Vanguard Maestro",136.138,-77.964,-40.483,29.46
2026-03-18 07:43:00,134,17326438,358,"Vanguard's Slime",128.636,-88.995,-39.307,28.37
2026-03-18 07:43:00,134,17326444,364,"Vanguard Necromancer",145.143,-58.232,-40.002,31.25
2026-03-18 07:43:00,134,17326435,355,"Vanguard Dragontamer",140.463,-83.343,-39.942,32.13
2026-03-18 07:43:01,134,17326442,362,"Vanguard Shaman",145.552,-57.895,-39.891,26.68
2026-03-18 07:43:02,134,17326448,368,"Vanguard Armorer",138.958,-33.813,-40.057,32.56
2026-03-18 07:43:12,134,17326628,548,"Hydra's Wyvern",96.359,-62.700,-60.558,3.41
2026-03-18 07:43:15,134,17326441,361,"Vanguard Armorer",138.793,-66.567,-40.111,34.29
2026-03-18 08:07:13,134,17326800,720,"Somnial Threshold",-262.000,-414.000,-40.875,20.40
2026-03-18 08:07:32,134,17326465,385,"Goblin Replica",-246.581,-360.334,-39.871,34.42
2026-03-18 08:07:33,134,17326358,278,"Vanguard Pathfinder",-259.808,-354.515,-39.084,31.82
2026-03-18 08:07:33,134,17326359,279,"Vanguard's Slime",-262.362,-357.092,-39.118,29.33
2026-03-18 08:07:34,134,17326355,275,"Vanguard Pitfighter",-276.684,-354.094,-39.905,30.57
2026-03-18 08:07:34,134,17326357,277,"Vanguard Enchanter",-276.804,-350.946,-39.747,33.37
2026-03-18 08:07:34,134,17326360,280,"Vanguard Maestro",-267.699,-351.803,-39.970,29.33
2026-03-18 08:07:34,134,17326354,274,"Vanguard Smithy",-249.245,-350.286,-40.000,32.33
2026-03-18 08:07:36,134,17326356,276,"Vanguard Shaman",-260.105,-335.899,-39.790,33.26
2026-03-18 08:07:39,134,17326361,281,"Vanguard Enchanter",-267.773,-319.333,-39.577,32.13
2026-03-18 08:07:39,134,17326362,282,"Vanguard Welldigger",-273.796,-305.751,-39.596,0.00
2026-03-18 08:07:40,134,17326364,284,"Vanguard Shaman",-275.042,-313.274,-39.816,32.66
2026-03-18 08:07:41,134,17326363,283,"Vanguard Armorer",-259.745,-310.705,-40.110,31.29
2026-03-18 08:07:45,134,17326366,286,"Vanguard Maestro",-291.786,-287.320,-39.611,32.27
2026-03-18 08:07:45,134,17326367,287,"Vanguard Ambusher",-299.272,-288.940,-40.189,34.69
2026-03-18 08:07:47,134,17326365,285,"Vanguard Armorer",-303.448,-281.182,-39.172,32.09
2026-03-18 08:07:47,134,17326368,288,"Vanguard Necromancer",-302.472,-279.726,-39.124,32.61
2026-03-18 08:07:47,134,17326369,289,"Vanguard's Avatar",-299.530,-279.274,-39.023,31.30
2026-03-18 08:08:24,134,17326371,291,"Vanguard Armorer",-257.058,-160.682,-39.147,29.43
2026-03-18 08:08:25,134,17326370,290,"Vanguard Welldigger",-250.872,-173.925,-39.951,30.86
2026-03-18 08:08:25,134,17326372,292,"Vanguard Smithy",-246.896,-166.422,-39.796,33.54
2026-03-18 08:08:26,134,17326373,293,"Vanguard Smithy",-243.335,-166.263,-39.887,31.32
2026-03-18 08:08:31,134,17326376,296,"Vanguard Hitman",-224.374,-186.257,-40.000,29.25
2026-03-18 08:08:31,134,17326378,298,"Vanguard Pitfighter",-225.408,-193.082,-39.618,33.37
2026-03-18 08:08:34,134,17326375,295,"Vanguard Ronin",-205.522,-193.868,-40.000,31.45
2026-03-18 08:08:36,134,17326377,297,"Vanguard Pitfighter",-203.900,-203.942,-40.000,32.40
2026-03-18 08:08:39,134,17326383,303,"Vanguard Dragontamer",-196.726,-236.091,-40.000,0.00
2026-03-18 08:08:41,134,17326389,309,"Vanguard Enchanter",-176.460,-200.364,-39.177,32.45
2026-03-18 08:08:42,134,17326810,730,"???",-174.000,-220.000,-40.250,34.33
2026-03-18 08:08:44,134,17326392,312,"Vanguard's Avatar",-158.213,-206.693,-39.865,33.57
2026-03-18 08:08:45,134,17326388,308,"Vanguard Smithy",-153.611,-214.233,-39.704,34.63
2026-03-18 08:08:45,134,17326390,310,"Vanguard Alchemist",-156.177,-208.105,-39.795,30.22
2026-03-18 08:08:45,134,17326391,311,"Vanguard Necromancer",-155.799,-206.979,-39.861,30.32
2026-03-18 08:08:46,134,17326382,302,"Vanguard Welldigger",-159.858,-227.240,-39.524,33.47
2026-03-18 08:08:49,134,17326380,300,"Vanguard Shaman",-161.921,-241.136,-40.000,34.13
2026-03-18 08:08:50,134,17326381,301,"Vanguard Enchanter",-178.991,-240.641,-39.070,34.10
2026-03-18 08:08:50,134,17326385,305,"Vanguard Alchemist",-156.868,-241.571,-40.000,29.86
2026-03-18 08:08:51,134,17326386,306,"Vanguard Alchemist",-174.937,-245.172,-39.541,32.98
2026-03-18 08:09:00,134,17326396,316,"Vanguard Shaman",-76.257,-201.317,-39.996,34.69
2026-03-18 08:09:00,134,17326606,526,"Hydra Dark Knight",-99.068,-189.210,-59.510,29.93
2026-03-18 08:09:01,134,17326395,315,"Vanguard Shaman",-71.334,-208.118,-40.222,30.60
2026-03-18 08:09:02,134,17326393,313,"Vanguard Pitfighter",-63.742,-202.422,-39.213,33.64
2026-03-18 08:09:03,134,17326394,314,"Vanguard Ambusher",-59.022,-200.326,-39.049,32.95
2026-03-18 08:09:08,134,17326409,329,"Vanguard Welldigger",-33.158,-199.259,-39.864,34.49
2026-03-18 08:09:09,134,17326408,328,"Vanguard Welldigger",-27.608,-193.879,-39.805,34.60
2026-03-18 08:09:13,134,17326610,530,"Hydra Bard",-95.209,-168.090,-60.260,34.89
2026-03-18 08:09:13,134,17326611,531,"Hydra Ranger",-88.105,-180.373,-60.004,28.48
2026-03-18 08:09:14,134,17326609,529,"Hydra Warrior",-91.130,-156.297,-59.646,32.78
2026-03-18 08:09:15,134,17326608,528,"Hydra Warrior",-88.570,-146.245,-60.100,32.41
2026-03-18 08:09:15,134,17326616,536,"Hydra Dark Knight",-34.134,-139.633,-59.112,33.41
2026-03-18 08:09:15,134,17326618,538,"Hydra Monk",-28.935,-152.120,-59.651,32.09
2026-03-18 08:09:19,134,17326614,534,"Hydra White Mage",-35.031,-118.100,-59.944,32.81
2026-03-18 08:09:33,134,17326613,533,"Hydra White Mage",-26.170,-109.219,-59.878,30.35
2026-03-18 08:09:39,134,17326647,567,"Hydra Paladin",2.322,-52.388,-59.561,33.04
